Name,Current price,Change(%),Open,High,Low,Volume
TRAILBLAZER MERGER,10.49,0.1,10.48,10.49,10.48,11227
OHMYHOME LTD.,1.0,2.04,1.05,1.05,0.97,11220
CREDIT SUISSE X-LINKS GOLD SHARES COVER,143.23,11.04,144.15,144.18,142.98,11220
FONAR CORP.,19.85,2.0,19.46,19.85,19.44,11213
INNOVAGE HOLDING,5.64,12.08,5.63,5.81,5.56,11159
FIRST BANCORP INC (ME),24.69,10.24,24.44,25.13,24.24,11157
ADDEX THERAPEUTICS LTD ADS,11.25,4.65,10.33,11.7,10.19,11141
SCINAI IMMUNOTHERAPEUTICS,0.475,0.85,0.5414,0.5414,0.471,11095
CHEER HOLDING INC. ORD.,2.55,16.25,2.65,2.67,2.51,11044
QUOIN PHARMACEUTICALS,3.3,14.35,3.34,3.46,3.23,11002
SOLUNA HOLDINGS INC.,2.83,13.41,2.8,3.0,2.8,10991
ICLICK INTERACTIVE ASIA GROUP,3.84,1.05,3.83,3.87,3.83,10909
ELECTROCORE INC.,7.4,11.33,7.51,7.62,7.25,10887
SEMANTIX INC.,0.649,2.5,0.6332,0.69,0.6332,10882
WINVEST ACQUISITION,0.0397,12.22,0.0377,0.0595,0.0339,10804
AESTHETIC MEDICAL INTERNATIONAL HLD.,0.5037,16.74,0.53,0.53,0.5,10758
ONCOCYTE CORP.,3.03,3.41,2.86,3.05,2.77,10715
TIVIC HEALTH SYSTEMS INC.,1.25,13.85,1.3,1.3,1.2,10699
REGIS CORP.,12.5,13.85,12.65,13.29,12.06,10589
FAT BRANDS,14.8,0.41,14.7,14.8,14.57,10525
FS BANCORP INC.,34.52,14.9,35.63,35.63,34.52,10489
FANGDD NETWORK GROUP,0.6,11.61,0.629,0.64,0.6,10482
ABITS GROUP INC,1.0,1.01,1.02,1.02,1.0,10480
HITEK GLOBAL INC. ORD.,0.6332,11.06,0.6216,0.651,0.6216,10477
SHL TELEMEDICINE LTD ADS,7.2,19.66,7.17,7.23,6.25,10466
CITIZENS FINANCIAL SERVICES,55.31,13.15,56.49,56.49,55.31,10444
ZENTEK LTD.,1.37,15.52,1.45,1.45,1.35,10331
HEARTCORE ENTERPRISES INC.,0.52,0.58,0.48,0.52,0.48,10277
ENTERPRISE BANCORP INC,27.93,12.78,28.6,29.87,27.92,10276
DOUBLEDOWN INTERACTIVE CO.,9.1,10.55,9.1,9.2,8.96,10259
APREA THERAPEUTICS INC.,5.72,0.35,6.07,6.07,5.52,10255
MERCHANTS BANCORP DEPOSITARY SHARES,25.11,10.2,25.0,25.17,25.0,10250
SEMILEDS CORP.,1.25,0.0,1.39,1.39,1.24,10199
GAIA INC.,2.94,10.68,2.93,2.97,2.86,10177
VISLINK TECHNOLOGIES INC.,3.19,10.93,3.22,3.3,3.1,10123
EAGLE BANCORP MONTANA INC.,13.67,14.0,14.02,14.06,13.61,10103
EARGO INC.,2.64,10.38,2.62,2.65,2.62,10100
ZK INTERNATIONAL GROUP CO. LTD ORD.,0.7216,12.47,0.77,0.77,0.7201,10085
THERAPEUTICSMD INC.,2.27,0.44,2.26,2.28,2.26,10060
FORTUNE RISE ACQUISITION,10.95,0.0,11.01,11.01,10.95,10002
CSLM ACQUISITION,0.151,15.92,0.151,0.151,0.151,10000
ORIGIN AGRITECH LTD.,1.58,17.6,1.73,1.73,1.53,9945
BURNING ROCK BIOTECH,0.85,0.0,0.8218,0.9186,0.8218,9942
CHINA NATURAL RESOURCES INC.,0.9899,3.11,0.98,1.0199,0.9051,9923
POWER & DIGITAL INFRASTRUCTURE ACQUISIT,10.82,0.0,10.81,10.82,10.81,9921
SIGMATRON INTERNATIONAL INC.,3.25,3.83,3.15,3.26,3.14,9918
EVOKE PHARMA INC.,0.7005,4.4,0.6495,0.7005,0.6495,9807
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.05,10.99,24.9,25.2,24.81,9775
JANOVER INC.,1.32,10.75,1.38,1.42,1.31,9756
UTIME LTD.,0.201,0.0,0.211,0.211,0.201,9749
JIN MEDICAL INTERNATIONAL,262.02,9.41,239.38,276.93,239.38,9738
BRIGHTHOUSE FINANCIAL,23.3,0.43,23.34,23.36,22.95,9726
NVNI GROUP LTD.,2.48,14.98,2.48,2.57,2.36,9724
EASTERN CO.,24.05,10.41,24.27,24.97,23.82,9709
MINK THERAPEUTICS INC.,0.899,0.0,0.8996,0.8996,0.865,9701
ESSA BANCORP INC.,18.65,13.57,18.79,19.01,18.16,9671
SURROZEN INC.,8.8,6.67,7.81,8.82,7.81,9595
EIGER BIOPHARMACEUTICALS INC.,6.51,10.61,6.5,6.9,6.5,9564
KAROOOOO,25.25,0.4,25.47,25.48,25.01,9561
IMMUCELL CORP.,5.22,11.14,5.22,5.4,5.2,9543
GARDEN STAGE LTD.,13.89,4.36,13.51,13.99,12.81,9534
CVD EQUIPMENT CORP.,4.9,12.58,5.0,5.07,4.82,9466
EDESA BIOTECH INC.,4.54,0.0,4.59,4.71,4.51,9403
BROOKFIELD PROPERTY PARTNERS L.P. 6.50%,13.58,0.89,13.63,13.92,13.43,9393
BRIGHTHOUSE FINANCIAL,16.68,10.48,16.59,16.71,16.53,9352
AMPLITECH GROUP INC.,2.2,0.46,2.21,2.35,2.15,9301
THE SINGING MACHINE CO.,0.66,0.0,0.7001,0.7225,0.66,9257
DIVERSIFIED HEALTHCARE TRUST 5.625% SE,14.94,0.88,14.95,15.0,14.92,9246
XORTX THERAPEUTICS INC.,2.23,14.7,2.31,2.31,2.2,9242
EDUCATIONAL DEVELOPMENT,1.89,6.18,1.74,1.89,1.73,9232
FIRST US BANCSHARES INC.,10.36,4.65,10.34,10.42,10.32,9220
CADIZ INC. DEPOSITARY SHARES,12.93,11.52,12.91,13.24,12.8,9181
ZIONS BANCORP.,25.68,0.12,25.7,25.72,25.58,9178
FTAI AVIATION,24.75,10.6,24.94,25.45,24.75,9150
ALZAMEND NEURO INC.,0.875,0.44,0.8815,0.93,0.8715,9144
XOS INC.,8.14,10.12,7.86,8.19,7.85,9113
ECD AUTOMOTIVE DESIGN INC.,0.9999,16.55,1.01,1.03,0.97,9109
SENSEI BIOTHERAPEUTICS INC.,0.81,11.58,0.77,0.849,0.77,9106
SAGA COMMUNICATIONS INC.,24.0,0.13,23.55,24.0,23.3,9094
CETUS CAPITAL ACQUISITION,10.55,0.67,10.55,10.55,10.55,9056
CANDEL THERAPEUTICS INC.,1.3,11.52,1.35,1.35,1.27,9030
ENTERPRISE FINANCIAL SERVICES,17.7,11.06,17.89,17.99,17.51,9016
B. RILEY FINANCIAL,15.47,10.32,15.64,15.64,15.36,8989
PREFORMED LINE PRODUCTS CO.,124.86,12.48,125.93,126.7,124.86,8966
CBL INTERNATIONAL,1.44,7.46,1.34,1.45,1.34,8911
FIRST WESTERN FINANCIAL INC.,17.0,0.77,16.65,17.46,16.65,8863
UNITY BANCORP INC.,27.26,11.16,27.29,27.91,27.14,8841
WEYCO GROUP INC.,32.49,0.09,32.74,32.87,32.21,8789
RYVYL INC.,4.13,0.0,4.15,4.17,3.95,8788
CLIMB GLOBAL SOLUTIONS INC.,58.0,0.52,58.72,58.97,57.96,8745
FORTUNE RISE ACQUISITION,11.08,0.0,11.08,11.08,11.08,8744
SHAPEWAYS HOLDINGS INC.,1.94,0.52,1.86,1.94,1.85,8725
MARIS-TECH,1.21,0.0,1.2,1.21,1.18,8712
MEI PHARMA INC.,4.54,0.44,4.6,4.67,4.41,8702
EXPION360 INC.,4.4,3.53,4.22,4.42,4.22,8692
SYRA HEALTH CORP.,1.13,11.74,1.1,1.14,1.09,8670
PIONEER BANCORP INC.,9.81,10.3,9.65,9.88,9.64,8611
HUIZE HOLDING LTD.,0.6385,6.42,0.6201,0.6648,0.6201,8596
NORWOOD FINANCIAL,28.49,10.8,28.65,29.49,27.57,8587
VASTA PLATFORM LTD.,4.06,10.73,4.01,4.07,4.01,8586
IONEER LTD ADS,3.34,3.09,3.3,3.45,3.27,8528
NATIONAL BANKSHARES INC.,31.01,1.08,30.6,31.76,30.6,8492
MERCHANTS BANCORP DEPOSITARY SHARES,24.39,10.37,24.33,24.59,24.3,8472
SOCIAL LEVERAGE ACQUISITION CORP I,10.43,10.19,10.42,10.47,10.42,8455
ARCH CAPITAL GROUP,23.48,10.51,23.6,23.6,23.28,8419
PROPHASE LABS INC.,5.08,1.4,5.01,5.11,5.0,8388
LAMF GLOBAL VENTURES,10.96,10.09,12.02,12.02,10.9,8285
WESBANCO,24.21,11.55,24.37,24.37,24.1,8258
CROWN CRAFTS INC.,5.24,0.96,5.24,5.24,5.2,8255
AVINGER INC.,2.6,13.35,2.62,2.66,2.57,8220
DIME COMMUNITY BANCSHARES,17.87,10.72,17.8,17.99,17.8,8211
CHIJET MOTOR CO.,0.4915,2.91,0.48,0.51,0.47,8195
CONTEXT THERAPEUTICS INC.,1.03,0.0,0.96,1.03,0.96,8184
VIRGINIA NATIONAL BANKSHARES,31.4,14.59,32.26,33.3,30.9,8154
CHEETAH NET SUPPLY CHAIN SERVICE,1.28,0.0,1.22,1.28,1.22,8152
SUNRISE NEW ENERGY CO. LTD,0.97,2.49,0.95,0.97,0.9069,8119
PUYI INC. ADS,6.25,5.93,6.0,6.25,5.5,8105
THE CARLYLE GROUP,19.89,10.4,19.95,19.96,19.88,8048
HEALTHCARE TRUST,15.95,10.19,15.75,16.3,15.75,8030
SYNCHRONOSS TECHNOLOGIES,19.95,0.81,19.75,20.0,19.75,8006
ADIAL PHARMACEUTICALS INC,1.12,12.61,1.17,1.17,1.12,7923
USIO INC.,1.7,10.58,1.71,1.71,1.67,7884
TRISALUS LIFE SCIENCES INC.,9.08,2.25,9.46,9.46,8.64,7872
ASIA PACIFIC WIRE & CABLE,1.3,13.7,1.4,1.4,1.26,7838
DP CAP ACQUISITION CORP I,10.94,10.09,10.93,10.94,10.93,7838
LIPELLA PHARMACEUTICALS INC.,1.05,2.94,1.03,1.07,0.97,7809
SOUTHERN STATES BANCSHARES,25.86,11.37,26.56,26.63,25.86,7790
EZFILL HOLDINGS INC.,1.38,18.0,1.5,1.5,1.35,7789
ORANGE COUNTY BANCORP INC.,46.51,18.3,50.18,50.26,46.51,7775
CLEVER LEAVES HLD.,2.99,3.1,2.9,2.99,2.8,7766
CERVOMED INC.,8.16,0.12,8.53,8.68,8.12,7756
WHEELER REAL ESTATE INVESTMENT TRUST,1.43,1.42,1.39,1.46,1.29,7749
INTERLINK ELECTRONICS INC.,12.3,2.33,11.51,12.59,11.51,7740
GREAT ELM CAPITAL,10.84,10.09,10.84,10.9,10.82,7706
ELBIT SYSTEMS,206.27,11.37,208.13,208.13,206.27,7701
PEOPLES BANCORP OF NORTH CAROLINA,27.38,12.04,27.85,28.0,27.38,7696
DUOS TECHNOLOGIES GROUP INC.,4.63,2.89,4.64,4.64,4.5,7606
NAVIENT CORP.,21.1,10.47,21.47,21.47,21.04,7593
ANGHAMI INC.,0.9754,1.6,0.99,1.01,0.9754,7576
INNATE PHARMA S.A. ADS,2.5,15.3,2.52,2.52,2.32,7514
MINGZHU LOGISTICS HLD.,0.498,1.18,0.4922,0.5,0.4552,7475
STRATUS PROPERTIES INC.,21.8,15.5,22.15,23.39,21.8,7471
GLOBAL LIGHTS ACQUISITION CORP UNIT,10.32,0.0,10.32,10.32,10.32,7465
VIA RENEWABLES,19.33,2.44,19.06,19.33,18.03,7442
WETRADE GROUP INC.,2.47,11.59,2.73,2.73,2.44,7435
INVESTCORP CREDIT MANAGEMENT BDC,3.43,11.72,3.5,3.5,3.41,7407
ATLANTICUS HOLDINGS,34.23,11.58,34.26,34.85,34.19,7377
SWK HOLDINGS CORP.,16.92,11.8,17.1,17.5,16.9,7293
ALLIANCE ENTERTAINMENT HOLDING,1.38,11.43,1.35,1.41,1.35,7254
CHIPMOS TECHNOLOGIES INC. ADS,26.5,11.56,26.54,26.62,26.25,7233
MDB CAPITAL HOLDINGS LLC,11.36,2.81,11.25,11.58,11.25,7232
OXFORD LANE CAPITAL,23.54,0.51,23.41,23.54,23.35,7215
MEDIGUS LTD. ADS,3.13,0.64,3.17,3.17,3.08,7151
WAG! GROUP CO.,2.0,0.0,1.98,2.0,1.97,7110
HARTE-HANKS INC.,7.65,11.16,7.49,7.65,7.43,7063
ATRION CORP.,338.0,3.68,320.02,339.8,320.0,7061
FORTRESS BIOTECH,13.0,11.07,13.15,13.18,12.83,7057
CHS,30.93,10.23,30.97,30.98,30.76,7037
SOUND GROUP INC. ADS,2.44,2.52,2.43,2.44,2.38,7029
FIRST COMMUNITY,18.24,11.62,18.42,18.6,18.07,7021
CYCLACEL PHARMACEUTICALS,20.05,0.0,20.65,22.2,18.8,7018
GOHEALTH INC.,12.07,12.11,12.0,12.49,12.0,6984
MEDIACO HOLDING INC.,0.5279,9.59,0.4422,0.529,0.4422,6977
HANCOCK WHITNEY,24.02,10.12,24.1,24.13,23.58,6965
DIGITAL ALLY INC.,2.12,4.95,2.12,2.2,1.98,6961
LASER PHOTONICS,1.08,0.93,1.05,1.1,1.03,6916
EXAGEN INC.,2.11,10.94,2.12,2.16,2.01,6914
BREEZE HLD.,11.71,10.26,11.65,11.71,11.6,6837
RED RIVER BANCSHARES INC.,52.05,12.53,53.05,54.2,52.05,6828
PAINREFORM,1.92,14.0,1.96,1.98,1.87,6804
AYTU BIOPHARMA INC.,2.64,11.12,2.67,2.67,2.64,6782
GENETIC TECHNOLOGIES LTD ADS,1.96,13.92,2.01,2.1,1.92,6756
PRIMECH HOLDINGS,1.99,4.19,1.88,1.99,1.81,6729
ROTH CH ACQUISITION V CO.,10.81,0.09,10.8,10.81,10.8,6680
TAITRON COMPONENTS INC.,3.19,1.27,3.19,3.19,3.18,6651
BAYFIRST FINANCIAL,13.44,5.83,12.85,13.44,12.84,6625
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.09,10.79,25.0,25.09,24.85,6616
ZIONS BANCORP.,19.66,0.2,19.66,19.85,19.59,6601
AMERICAN ONCOLOGY NETWORK INC.,5.24,110.43,5.77,5.77,5.07,6569
ATA CREATIVITY GLOBAL ADS,1.08,11.82,1.08,1.09,1.07,6568
LAKE SHORE BANCORP INC.,11.6,10.09,11.61,11.61,11.51,6548
HARROW,24.54,0.78,24.34,24.6,24.32,6513
ASTROTECH CORP.,7.99,4.72,7.72,8.0,7.71,6504
HUDSON ACQUISITION I,10.88,0.0,10.88,10.88,10.87,6500
XENETIC BIOSCIENCES INC.,3.8,3.54,3.66,3.8,3.66,6491
COLLPLANT BIOTECHNOLOGIES,5.8,5.65,5.31,5.8,5.31,6450
YIELD10 BIOSCIENCE INC.,0.2294,2.14,0.22,0.238,0.215,6439
ALPHA TEKNOVA INC.,3.34,2.45,3.2,3.35,3.17,6416
ENGLOBAL CORP.,1.4,1.45,1.33,1.4,1.3,6351
CREDIT SUISSE X-LINKS SILVER SHARES COV,70.56,11.75,70.2,70.63,69.56,6340
BURKE & HERBERT FINANCIAL SERVICES,57.0,14.12,58.88,58.88,57.0,6338
AGNC INVESTMENT,24.6,10.4,24.75,24.75,24.5,6295
PASITHEA THERAPEUTICS,6.5,11.52,6.6,6.72,6.39,6259
NEW YORK MORTGAGE TRUST,19.31,11.23,19.5,19.55,19.31,6254
NSTS BANCORP INC.,9.62,1.05,9.56,9.62,9.56,6252
CHECK-CAP,2.13,13.18,2.2,2.24,2.13,6218
IRIS ACQUISITION CORP UNITS,10.3,10.29,10.3,10.3,10.01,6216
LISATA THERAPEUTICS INC.,2.65,11.85,2.73,2.82,2.6,6213
PRECIPIO INC.,5.96,11.97,6.07,6.25,5.96,6166
PRIORITY TECHNOLOGY HLD.,3.31,16.76,3.46,3.46,3.3,6134
GRINDROD SHIPPING HLD.,8.97,0.67,8.88,9.04,8.88,6126
XWELL INC.,1.55,0.0,1.58,1.65,1.51,6115
LANDOS BIOPHARMA INC.,5.28,12.04,5.32,5.4,4.6,6105
CONIFER HOLDINGS INC.,1.36,12.16,1.35,1.38,1.35,6091
RUNWAY GROWTH FINANCE,25.23,0.2,25.18,25.24,25.05,6091
LAKESHORE ACQUISITION II,11.01,11.17,11.09,11.15,10.98,6074
PLUMAS BANCORP,36.56,11.75,36.31,37.9,36.31,6073
QILIAN INTERNATIONAL HOLDING GROUP,0.592,4.37,0.6336,0.6339,0.5501,6064
WINTRUST FINANCIAL,24.75,0.2,24.67,24.76,24.65,6055
WINTRUST FINANCIAL,24.5,0.91,24.28,24.52,24.28,6029
PHOENIX MOTOR INC.,1.41,0.71,1.44,1.44,1.34,6019
BOWEN ACQUISITION CORP UNIT,10.43,0.0,10.43,10.43,10.43,6010
OXBRIDGE RE HOLDINGS,1.0,0.0,1.02,1.03,1.0,6008
WHERE FOOD COMES FROM INC.,13.9,0.87,13.75,13.9,13.69,6006
CREATIVE MEDICAL TECHNOLOGY HLD.,4.26,0.71,4.3,4.31,4.22,5996
SONO-TEK CORP.,5.7,2.33,5.66,5.78,5.62,5946
CALLIDITAS THERAPEUTICS AB ADS,20.85,14.05,21.91,21.91,20.59,5891
INDAPTUS THERAPEUTICS INC.,1.7,10.58,1.69,1.73,1.63,5855
FTAI AVIATION,25.45,0.08,25.43,25.57,25.41,5837
36KR HOLDINGS INC. ADS,0.4874,14.53,0.4801,0.5393,0.4606,5819
CEA INDUSTRIES INC.,0.521,10.67,0.52,0.5799,0.52,5813
AROGO CAPITAL ACQUISITION,10.8,0.0,10.83,10.83,10.8,5788
BANKWELL FINANCIAL GROUP INC.,26.9,12.92,27.4,28.0,26.9,5785
LIFEMD,18.48,10.38,18.43,18.6,18.4,5763
PHARMACYTE BIOTECH INC.,2.23,0.9,2.19,2.23,2.16,5751
STRATA SKIN SCIENCES INC.,0.5375,5.39,0.5,0.54,0.5,5731
FREELINE THERAPEUTICS HLD.,6.43,0.16,6.42,6.44,6.42,5722
MARINE PETROLEUM TRUST UNITS OF BENEFIC,4.57,0.0,4.69,4.75,4.52,5705
NUTRIBAND INC.,2.79,1.45,2.83,2.83,2.65,5648
BENITEC BIOPHARMA INC.,2.81,0.0,2.86,2.9,2.81,5626
ZENVIA INC.,1.12,10.88,1.13,1.14,1.12,5606
ARISZ ACQUISITION,0.1853,17.86,0.202,0.214,0.1853,5600
LULU S FASHION LOUNGE HLD.,2.06,11.44,2.05,2.09,2.05,5511
INSPIRATO INC.,4.17,10.48,4.2,4.2,4.05,5506
ATLANTICUS HOLDINGS,22.0,10.99,21.56,22.29,21.56,5502
ALTENERGY ACQUISITION,10.94,0.0,10.61,10.94,10.61,5493
FG FINANCIAL GROUP INC.,1.46,2.82,1.38,1.47,1.38,5491
DAILY JOURNAL,319.15,10.98,321.39,325.0,319.04,5488
CHEMUNG FINANCIAL CORP,46.04,0.44,45.92,46.04,45.92,5488
POWERUP ACQUISITION,10.91,0.0,10.91,10.91,10.91,5484
BLOCKCHAIN COINVESTORS ACQUISITION,10.97,0.0,10.97,10.97,10.97,5474
GLOBAL LIGHTS ACQUISITION CORP,10.17,0.0,10.17,10.17,10.17,5466
BEL FUSE INC.,71.89,10.21,72.22,72.22,70.95,5451
FIRST SEACOAST BANCORP INC.,8.72,2.35,8.71,8.75,8.5,5359
ALSET INC.,1.27,1.6,1.31,1.31,1.24,5359
CARLYLE SECURED LENDING,25.82,0.27,25.85,25.97,25.76,5358
SOTHERLY HOTELS,19.03,0.0,19.0,19.04,18.61,5341
GLADSTONE LAND CORP.,24.0,0.21,23.98,24.0,23.83,5314
QUETTA ACQUISITION,10.27,0.0,10.35,10.39,10.27,5300
SIYATA MOBILE INC.,3.78,10.53,3.78,3.86,3.62,5293
MANNATECH INC.,9.02,11.96,8.5,9.68,8.5,5233
QUHUO LTD.,1.18,14.84,1.23,1.25,1.17,5213
B. RILEY FINANCIAL,17.55,0.17,17.47,18.0,17.47,5200
MY SIZE INC.,0.4301,14.42,0.437,0.45,0.43,5194
FORIAN INC.,2.73,11.09,2.63,2.73,2.57,5160
GIGAMEDIA LTD.,1.39,12.11,1.39,1.4,1.39,5159
BARFRESH FOOD GROUP INC.,1.34,6.35,1.25,1.34,1.25,5111
LOGAN RIDGE FINANCE,22.17,10.98,22.33,22.39,22.17,5020
AVALON GLOBOCARE,0.4133,2.79,0.4021,0.45,0.4021,5015
MOUNTAIN & CO. I ACQUISITION,11.36,0.09,11.36,11.36,11.36,5013
FTAI AVIATION,25.1,0.0,25.2,25.2,25.1,4960
NORTHERN TECHNOLOGIES INTERNATIONAL,13.1,0.85,12.86,13.17,12.77,4940
SILVER SPIKE INVESTMENT,7.94,2.72,7.79,7.95,7.72,4939
HAWTHORN BANCSHARES INC.,25.14,10.16,24.97,25.24,24.75,4932
INTCHAINS GROUP LTD.,9.49,0.0,9.02,10.63,8.85,4922
GENENTA SCIENCE S.P.A. ADS,3.92,11.01,3.62,3.94,3.48,4918
MOOLEC SCIENCE SA,2.02,1.51,1.89,2.02,1.89,4891
RMG ACQUISITION,10.17,1.09,10.1,10.2,10.1,4870
PHOENIX BIOTECH ACQUISITION,11.32,0.71,11.23,11.34,11.22,4820
INFRARED CAMERAS HLD.,2.31,1.32,2.31,2.35,2.27,4785
SUMMIT STATE BANK,11.58,4.32,11.0,11.99,11.0,4741
WILLIS LEASE FINANCE,47.73,11.53,48.55,49.33,47.72,4733
TAYLOR DEVICES INC.,31.99,1.88,31.21,31.99,29.95,4700
EURODRY LTD.,20.51,11.16,20.48,20.65,20.4,4681
INSPIREMD INC.,2.83,11.05,2.76,2.86,2.76,4638
SEMPER PARATUS ACQUISITION,4.2,112.68,4.98,4.98,4.08,4629
GOLDEN STAR ACQUISITION,10.62,0.0,10.64,10.64,10.62,4611
PERCEPTION CAPITAL,10.78,0.0,10.85,11.0,10.78,4600
GLADSTONE INVESTMENT,23.88,10.38,23.84,23.89,23.69,4596
OCEANFIRST FINANCIAL,24.53,10.08,24.25,24.64,24.25,4596
COYA THERAPEUTICS INC.,6.09,11.62,6.2,6.22,6.06,4594
FIRST INTERNET BANCORP FIXED-TO-FLOATIN,23.43,1.78,23.0,23.43,22.9,4591
RMG ACQUISITION,10.37,0.0,9.44,10.37,9.44,4548
FOREMOST LITHIUM RESOURCE & TECHNOLOGY,2.37,7.24,2.28,2.4,2.21,4540
EXELA TECHNOLOGIES,1.36,18.72,1.4,1.4,1.3,4537
SIMPPLE,5.98,0.5,6.0,6.0,5.8,4520
SALARIUS PHARMACEUTICALS INC.,0.545,12.5,0.5385,0.559,0.521,4509
KEWAUNEE SCIENTIFIC,29.94,2.29,29.2,29.95,29.1,4475
BUKIT JALIL GLOBAL ACQUISITION 1,10.51,0.0,10.56,10.56,10.51,4466
HENNESSY ADVISORS INC.,6.98,10.29,7.0,7.0,6.75,4457
LIXTE BIOTECHNOLOGY HLD.,2.05,13.3,2.11,2.12,2.05,4451
OAK VALLEY BANCORP (CA),25.72,10.92,25.58,25.73,25.58,4433
CYTOMED THERAPEUTICS,3.51,0.29,3.46,3.51,3.43,4426
TWELVE SEAS INVESTMENT CO.,10.8,10.37,11.3,11.3,10.74,4421
DIGITAL WORLD ACQUISITION,46.75,16.5,47.77,49.4,45.88,4416
PRESIDIO PROPERTY TRUST,15.86,10.19,15.95,15.95,15.8,4366
UNITED COMMUNITY BANKS,24.1,10.54,23.8,24.3,23.8,4318
FORAFRIC GLOBAL PLC,10.45,11.42,10.49,10.7,10.45,4296
IMMURON LTD.,1.75,13.31,1.84,1.84,1.75,4284
HOME FEDERAL BANCORP,13.48,11.25,13.51,14.02,13.48,4271
ADDENTAX GROUP CORP.,1.12,11.75,1.12,1.13,1.11,4213
GREAT ELM GROUP INC.,1.88,14.08,1.87,1.94,1.87,4209
AI TRANSPORTATION ACQUISITION CORP,10.21,0.0,10.21,10.21,10.21,4204
FIDELITY D & D BANCORP INC.,48.51,11.02,48.51,48.99,48.51,4203
FG FINANCIAL GROUP,17.45,1.16,17.25,18.0,17.24,4195
HARROW,25.74,0.0,26.15,26.15,25.6,4190
SIEBERT FINANCIAL,1.71,0.0,1.7,1.71,1.67,4175
OXFORD LANE CAPITAL,24.08,0.17,24.05,24.08,24.01,4135
VERDE CLEAN FUELS INC.,2.74,10.36,2.81,2.84,2.7,4120
HENNESSY CAPITAL INVESTMENT,10.27,0.0,9.27,10.27,9.27,4100
ZALATORIS II ACQUISITION CORP,10.78,0.09,10.78,10.78,10.78,4100
UNITED BANCORP INC.,12.03,10.99,12.03,12.23,12.03,4091
CAPITAL SOUTHWEST,25.69,0.39,25.55,25.69,25.55,4070
GLADSTONE INVESTMENT,22.88,0.93,22.89,22.89,22.59,3998
PURETECH HEALTH PLC ADS,23.95,13.82,24.2,24.3,23.95,3978
REGENCY CENTERS,24.52,10.12,24.45,24.64,24.42,3962
LOCAFY LTD.,6.93,0.0,7.0,7.02,6.77,3947
PROVIDENT FINANCIAL HLD.,15.15,0.33,15.2,15.2,15.1,3946
TWELVE SEAS INVESTMENT CO.,11.32,0.0,11.28,12.09,11.0,3918
KORRO BIO INC.,53.35,0.68,51.36,53.35,51.36,3899
CITIZENS COMMUNITY BANCORP,12.4,0.9,12.35,12.4,12.14,3887
ZW DATA ACTION TECHNOLOGIES,0.95,11.05,0.93,0.95,0.88,3842
DOMINARI HOLDINGS INC.,2.19,15.6,2.22,2.24,2.19,3821
OCA ACQUISITION,10.57,0.0,10.77,10.77,10.11,3806
VIVAKOR INC.,0.9797,4.22,0.94,0.9999,0.94,3804
EPICQUEST EDUCATION GROUP INTERNATIONAL,1.88,14.08,1.82,1.96,1.75,3787
HOVNANIAN ENTERPRISES,18.45,10.16,18.47,18.49,18.4,3785
BIOAFFINITY TECHNOLOGIES INC.,1.58,2.6,1.55,1.6,1.54,3774
DESWELL INDUSTRIES INC.,2.31,10.86,2.35,2.36,2.31,3774
NATHAN S FAMOUS INC.,68.24,13.89,69.6,71.45,68.24,3767
DATA I/O CORP.,3.21,0.63,3.21,3.26,3.14,3741
MOLECULAR PARTNERS AG ADS,4.83,0.0,4.78,4.88,4.64,3736
SPARK I ACQUISITION,10.21,0.0,10.21,10.21,10.21,3721
XBP EUROPE HOLDINGS INC.,2.39,1.7,2.25,2.43,2.25,3716
MIDLAND STATES BANCORP,24.79,3.72,24.01,25.0,24.01,3706
MARBLEGATE ACQUISITION,10.45,0.0,10.46,10.48,10.45,3700
ENSTAR GROUP LTD.,25.0,0.28,24.9,25.02,24.9,3693
ATLANTICUS HOLDINGS,23.08,11.45,23.16,23.16,23.02,3685
PRECISION OPTICS,6.13,0.99,5.97,6.22,5.97,3679
GREENE COUNTY BANCORP INC.,25.26,12.4,25.23,25.26,25.23,3672
GLADSTONE COMMERCIAL,21.35,0.05,21.37,21.53,21.34,3667
UNION BANKSHARES INC.,29.48,11.01,29.12,29.9,29.12,3636
FINNOVATE ACQUISITION,11.0,0.0,11.0,11.0,11.0,3630
GLOBAL PARTNER ACQUISITION CORP II ORD,11.12,0.72,11.14,11.26,11.12,3629
MANHATTAN BRIDGE CAPITAL INC,4.72,10.63,4.7,4.73,4.67,3613
BRANCHOUT FOOD INC.,1.24,0.81,1.18,1.3,1.15,3578
CNB FINANCIAL CORP.,22.4,0.0,22.63,22.63,22.4,3577
TECTONIC FINANCIAL,10.03,11.67,10.05,10.05,10.03,3532
MDJM LTD,1.06,11.85,1.03,1.08,1.03,3531
1895 BANCORP OF WISCONSIN INC.,8.17,0.86,8.14,8.2,8.1,3507
THUNDER BRIDGE CAPITAL PARTNERS IV,10.25,0.0,10.25,10.25,10.25,3488
CF ACQUISITION,10.78,0.0,10.78,10.78,10.78,3465
YUNJI INC. ADS,0.65,7.0,0.6259,0.6525,0.618,3463
NEW YORK MORTGAGE TRUST,22.95,0.26,22.84,22.96,22.82,3459
FGI INDUSTRIES,1.66,6.41,1.51,1.66,1.48,3445
